;hash_id;name;price;latitude;longitude;category_main_cb;category_type_cb;category_sub_cb;type_of_flat;size_m
13696;800134476;Prodej bytu 3+kk 103 m² (Mezonet);11221000;50.187744640187994;14.605586359812007;1;1;6;3+kk;103.0
13697;1127810124;Prodej bytu 3+1 120 m²;8162000;50.734447640187994;15.079229359812008;1;1;7;3+1;120.0
13698;2741708108;Pronájem bytu 4+kk 201 m² (Mezonet);65000;50.05915464018799;14.460155359812006;1;2;8;-;-
13699;1018238284;Prodej bytu 2+kk 90 m²;6194000;50.227264640188;15.504731359812007;1;1;4;2+kk;90.0
13700;1128277324;Prodej bytu 3+1 160 m²;21861000;50.05932264018799;14.456440359812007;1;1;7;3+1;160.0
13701;1924207948;Pronájem bytu 1+1 56 m²;18000;49.72647564018799;13.408249359812007;1;2;3;-;-
13702;2746291532;Pronájem bytu 3+1 100 m²;17000;49.322540640187995;18.001424359812006;1;2;7;-;-
13703;3283162444;Prodej bytu 2+1 72 m²;2565000;50.64044264018799;14.079112359812006;1;1;5;2+1;72.0
13704;1622218060;Pronájem bytu 3+kk 125 m²;18000;50.66651964018799;14.551293359812007;1;2;6;-;-
13705;3515032908;Pronájem bytu 1+kk 59 m²;18000;49.285194640187996;16.668561359812006;1;2;2;-;-
13706;2796623180;Pronájem bytu 1+kk 110 m²;22000;49.73304764018799;13.375941359812007;1;2;2;-;-
13707;1739658572;Pronájem bytu 2+kk 81 m²;22000;49.220383640188;16.641335359812008;1;2;4;-;-
13708;3081835852;Pronájem bytu 2+kk 53 m²;12000;50.409660640187994;16.201249359812007;1;2;4;-;-
13709;3519186252;Prodej bytu 2+1 102 m²;7273000;49.19205964018799;16.643708359812006;1;1;5;2+1;102.0
13710;2494633292;Pronájem bytu atypické 23 m²;13000;49.170151640187996;16.651128359812006;1;2;16;-;-
13711;3667989836;Pronájem bytu 3+1 142 m²;21000;50.19894064018799;15.840097359812006;1;2;7;-;-
13712;1772164428;Prodej bytu 3+kk 148 m²;11806000;50.73171664018799;15.071944359812006;1;1;6;3+kk;148.0
13713;3069842764;Prodej bytu 1+kk 39 m²;4955000;49.585339640187996;17.231507359812007;1;1;2;1+kk;39.0
13714;1822496076;Pronájem bytu 1+1 58 m²;10000;49.85527464018799;18.442695359812006;1;2;3;-;-
